Date,Account,Account_Description,Debit,Credit,Reference,Memo
2023-03-09,1000,Cash – SNB Operating SAR,532297.41,0.0,AR-2023-0773,Collection
2023-03-09,1100,Accounts Receivable,0.0,532297.41,AR-2023-0773,Collection
2023-03-09,1000,Cash – SNB Operating SAR,326038.82,0.0,AR-2023-0797,Collection
2023-03-09,1100,Accounts Receivable,0.0,326038.82,AR-2023-0797,Collection
2023-03-09,1100,Accounts Receivable,1195426.17,0.0,AR-2023-0870,
2023-03-09,4030,Revenue – Catering,0.0,1195426.17,AR-2023-0870,
2023-03-09,1100,Accounts Receivable,394804.15,0.0,AR-2023-0876,
2023-03-09,4030,Revenue – Catering,0.0,394804.15,AR-2023-0876,
2023-03-09,6110,Utilities,510228.2,0.0,INV-2023-0012,Electricity & water — Riyadh South DC
2023-03-09,2000,Accounts Payable,0.0,510228.2,INV-2023-0012,
2023-03-09,6110,Utilities,376194.07,0.0,INV-2023-0013,Electricity & water — Qassim WH
2023-03-09,2000,Accounts Payable,0.0,376194.07,INV-2023-0013,
2023-03-09,2000,Accounts Payable,104689.99,0.0,INV-2023-0071,Payment
2023-03-09,1000,Cash – SNB Operating SAR,0.0,104689.99,INV-2023-0071,Payment
2023-03-09,2000,Accounts Payable,112810.05,0.0,INV-2023-0505,Payment
2023-03-09,1000,Cash – SNB Operating SAR,0.0,112810.05,INV-2023-0505,Payment
2023-03-09,2000,Accounts Payable,180048.85,0.0,INV-2023-0713,Payment
2023-03-09,1000,Cash – SNB Operating SAR,0.0,180048.85,INV-2023-0713,Payment
2023-03-09,6300,Logistics – 3PL,244710.92,0.0,INV-2023-1028,Line-haul & distribution services
2023-03-09,2000,Accounts Payable,0.0,244710.92,INV-2023-1028,
2023-03-09,2000,Accounts Payable,46737.87,0.0,INV-2023-1151,Payment
2023-03-09,1000,Cash – SNB Operating SAR,0.0,46737.87,INV-2023-1151,Payment
2023-03-10,1000,Cash – SNB Operating SAR,1071545.79,0.0,AR-2023-0008,Collection
2023-03-10,1100,Accounts Receivable,0.0,1071545.79,AR-2023-0008,Collection
2023-03-10,1000,Cash – SNB Operating SAR,663904.31,0.0,AR-2023-0009,Collection
2023-03-10,1100,Accounts Receivable,0.0,663904.31,AR-2023-0009,Collection
2023-03-10,1000,Cash – SNB Operating SAR,305886.27,0.0,AR-2023-0014,Collection
2023-03-10,1100,Accounts Receivable,0.0,305886.27,AR-2023-0014,Collection
2023-03-10,1000,Cash – SNB Operating SAR,307015.77,0.0,AR-2023-0024,Collection
2023-03-10,1100,Accounts Receivable,0.0,307015.77,AR-2023-0024,Collection
2023-03-10,1000,Cash – SNB Operating SAR,294818.5,0.0,AR-2023-0053,Collection
2023-03-10,1100,Accounts Receivable,0.0,294818.5,AR-2023-0053,Collection
2023-03-10,1100,Accounts Receivable,110161.5,0.0,AR-2023-0077,
2023-03-10,4000,Revenue – Modern Trade,0.0,110161.5,AR-2023-0077,
2023-03-10,1100,Accounts Receivable,305096.39,0.0,AR-2023-0079,
2023-03-10,4000,Revenue – Modern Trade,0.0,305096.39,AR-2023-0079,
2023-03-10,1000,Cash – SNB Operating SAR,351210.04,0.0,AR-2023-0364,Collection
2023-03-10,1100,Accounts Receivable,0.0,351210.04,AR-2023-0364,Collection
2023-03-10,1100,Accounts Receivable,157395.14,0.0,AR-2023-0558,
2023-03-10,4020,Revenue – Government,0.0,157395.14,AR-2023-0558,
2023-03-10,1100,Accounts Receivable,533402.45,0.0,AR-2023-0564,
2023-03-10,4020,Revenue – Government,0.0,533402.45,AR-2023-0564,
2023-03-10,1100,Accounts Receivable,618104.52,0.0,AR-2023-0571,
2023-03-10,4020,Revenue – Government,0.0,618104.52,AR-2023-0571,
2023-03-10,1100,Accounts Receivable,324388.26,0.0,AR-2023-0868,
2023-03-10,4030,Revenue – Catering,0.0,324388.26,AR-2023-0868,
2023-03-10,5000,COGS – Food,159543.86,0.0,INV-2023-0101,OTC & consumer health replenishment
2023-03-10,2000,Accounts Payable,0.0,159543.86,INV-2023-0101,
2023-03-10,2000,Accounts Payable,167660.55,0.0,INV-2023-0235,Payment
2023-03-10,1000,Cash – SNB Operating SAR,0.0,167660.55,INV-2023-0235,Payment
2023-03-10,2000,Accounts Payable,172647.4,0.0,INV-2023-0269,Payment
2023-03-10,1000,Cash – SNB Operating SAR,0.0,172647.4,INV-2023-0269,Payment
2023-03-10,5000,COGS – Food,174007.4,0.0,INV-2023-0282,OTC & consumer health replenishment
2023-03-10,2000,Accounts Payable,0.0,174007.4,INV-2023-0282,
2023-03-10,2000,Accounts Payable,128799.25,0.0,INV-2023-0358,Payment
2023-03-10,1000,Cash – SNB Operating SAR,0.0,128799.25,INV-2023-0358,Payment
2023-03-10,2000,Accounts Payable,64433.57,0.0,INV-2023-0696,Payment
2023-03-10,1000,Cash – SNB Operating SAR,0.0,64433.57,INV-2023-0696,Payment
2023-03-10,5020,COGS – Household,130919.99,0.0,INV-2023-0763,Antibiotics + analgesics — bulk SKUs
2023-03-10,2000,Accounts Payable,0.0,130919.99,INV-2023-0763,
2023-03-10,6300,Logistics – 3PL,150431.17,0.0,INV-2023-0961,Line-haul & distribution services
2023-03-10,2000,Accounts Payable,0.0,150431.17,INV-2023-0961,
2023-03-10,6300,Logistics – 3PL,379836.61,0.0,INV-2023-1008,Line-haul & distribution services
2023-03-10,2000,Accounts Payable,0.0,379836.61,INV-2023-1008,
2023-03-10,6300,Logistics – 3PL,221311.46,0.0,INV-2023-1022,Line-haul & distribution services
2023-03-10,2000,Accounts Payable,0.0,221311.46,INV-2023-1022,
2023-03-10,5020,COGS – Household,162323.7,0.0,INV-2023-1194,"Blister & carton packaging PKG-1101 — 21,081 units @ SAR 7.70 (CT-2023-466)"
2023-03-10,2000,Accounts Payable,0.0,162323.7,INV-2023-1194,
2023-03-11,1000,Cash – SNB Operating SAR,326529.37,0.0,AR-2023-0362,Collection
2023-03-11,1100,Accounts Receivable,0.0,326529.37,AR-2023-0362,Collection
2023-03-11,1000,Cash – SNB Operating SAR,307589.78,0.0,AR-2023-0513,Collection
2023-03-11,1100,Accounts Receivable,0.0,307589.78,AR-2023-0513,Collection
2023-03-11,1000,Cash – SNB Operating SAR,1036133.4,0.0,AR-2023-0520,Collection
2023-03-11,1100,Accounts Receivable,0.0,1036133.4,AR-2023-0520,Collection
2023-03-11,1000,Cash – SNB Operating SAR,1016660.39,0.0,AR-2023-0522,Collection
2023-03-11,1100,Accounts Receivable,0.0,1016660.39,AR-2023-0522,Collection
2023-03-11,1100,Accounts Receivable,649955.6,0.0,AR-2023-0566,
2023-03-11,4020,Revenue – Government,0.0,649955.6,AR-2023-0566,
2023-03-11,1100,Accounts Receivable,342580.65,0.0,AR-2023-0875,
2023-03-11,4030,Revenue – Catering,0.0,342580.65,AR-2023-0875,
2023-03-11,1100,Accounts Receivable,368973.91,0.0,AR-2023-0879,
2023-03-11,4030,Revenue – Catering,0.0,368973.91,AR-2023-0879,
2023-03-11,1100,Accounts Receivable,1223133.55,0.0,AR-2023-0880,
2023-03-11,4030,Revenue – Catering,0.0,1223133.55,AR-2023-0880,
2023-03-11,2000,Accounts Payable,132265.95,0.0,INV-2023-0275,Payment
2023-03-11,1000,Cash – SNB Operating SAR,0.0,132265.95,INV-2023-0275,Payment
2023-03-11,2000,Accounts Payable,79963.88,0.0,INV-2023-0335,Payment
2023-03-11,1000,Cash – SNB Operating SAR,0.0,79963.88,INV-2023-0335,Payment
2023-03-11,5020,COGS – Household,118389.7,0.0,INV-2023-0563,
2023-03-11,2000,Accounts Payable,0.0,118389.7,INV-2023-0563,
2023-03-11,5020,COGS – Household,169005.38,0.0,INV-2023-0592,
2023-03-11,2000,Accounts Payable,0.0,169005.38,INV-2023-0592,
2023-03-11,5020,COGS – Household,88357.65,0.0,INV-2023-0687,OTC & consumer health replenishment
2023-03-11,2000,Accounts Payable,0.0,88357.65,INV-2023-0687,
2023-03-11,5030,COGS – Cosmetics,102631.71,0.0,INV-2023-0843,Bulk SKUs — monthly replenishment
2023-03-11,2000,Accounts Payable,0.0,102631.71,INV-2023-0843,
2023-03-11,2000,Accounts Payable,1252574.39,0.0,INV-2023-1075,Payment
2023-03-11,1000,Cash – SNB Operating SAR,0.0,1252574.39,INV-2023-1075,Payment
2023-03-11,2000,Accounts Payable,67388.42,0.0,INV-2023-1175,Payment
2023-03-11,1000,Cash – SNB Operating SAR,0.0,67388.42,INV-2023-1175,Payment
2023-03-11,2000,Accounts Payable,93718.37,0.0,INV-2023-1205,Payment
2023-03-11,1000,Cash – SNB Operating SAR,0.0,93718.37,INV-2023-1205,Payment
2023-03-12,1000,Cash – SNB Operating SAR,673313.39,0.0,AR-2023-0020,Collection
2023-03-12,1100,Accounts Receivable,0.0,673313.39,AR-2023-0020,Collection
2023-03-12,1100,Accounts Receivable,226419.42,0.0,AR-2023-0082,
2023-03-12,4000,Revenue – Modern Trade,0.0,226419.42,AR-2023-0082,
2023-03-12,1000,Cash – SNB Operating SAR,135373.45,0.0,AR-2023-0527,Collection
2023-03-12,1100,Accounts Receivable,0.0,135373.45,AR-2023-0527,Collection
2023-03-12,1100,Accounts Receivable,580133.51,0.0,AR-2023-0569,
2023-03-12,4020,Revenue – Government,0.0,580133.51,AR-2023-0569,
2023-03-12,1000,Cash – SNB Operating SAR,228234.53,0.0,AR-2023-0787,Collection
2023-03-12,1100,Accounts Receivable,0.0,228234.53,AR-2023-0787,Collection
2023-03-12,2000,Accounts Payable,151021.24,0.0,INV-2023-0072,Payment
2023-03-12,1000,Cash – SNB Operating SAR,0.0,151021.24,INV-2023-0072,Payment
2023-03-12,2000,Accounts Payable,166476.03,0.0,INV-2023-0147,Payment
2023-03-12,1000,Cash – SNB Operating SAR,0.0,166476.03,INV-2023-0147,Payment
2023-03-12,2000,Accounts Payable,96361.6,0.0,INV-2023-0462,Payment
2023-03-12,1000,Cash – SNB Operating SAR,0.0,96361.6,INV-2023-0462,Payment
2023-03-12,5010,COGS – Beverages,114338.3,0.0,INV-2023-0470,
2023-03-12,2000,Accounts Payable,0.0,114338.3,INV-2023-0470,
2023-03-12,2000,Accounts Payable,138768.91,0.0,INV-2023-0722,Payment
2023-03-12,1000,Cash – SNB Operating SAR,0.0,138768.91,INV-2023-0722,Payment
2023-03-12,5030,COGS – Cosmetics,99109.52,0.0,INV-2023-0835,Antibiotics + analgesics — bulk SKUs
2023-03-12,2000,Accounts Payable,0.0,99109.52,INV-2023-0835,
2023-03-12,6300,Logistics – 3PL,327431.52,0.0,INV-2023-0949,Line-haul & distribution services
2023-03-12,2000,Accounts Payable,0.0,327431.52,INV-2023-0949,
2023-03-13,1000,Cash – SNB Operating SAR,189285.46,0.0,AR-2023-0057,Collection
2023-03-13,1100,Accounts Receivable,0.0,189285.46,AR-2023-0057,Collection
2023-03-13,1100,Accounts Receivable,741825.56,0.0,AR-2023-0061,
2023-03-13,4000,Revenue – Modern Trade,0.0,741825.56,AR-2023-0061,
2023-03-13,1100,Accounts Receivable,63053.84,0.0,AR-2023-0066,
2023-03-13,4000,Revenue – Modern Trade,0.0,63053.84,AR-2023-0066,
2023-03-13,1100,Accounts Receivable,978142.63,0.0,AR-2023-0068,
2023-03-13,4000,Revenue – Modern Trade,0.0,978142.63,AR-2023-0068,
2023-03-13,1100,Accounts Receivable,227822.17,0.0,AR-2023-0069,
2023-03-13,4000,Revenue – Modern Trade,0.0,227822.17,AR-2023-0069,
2023-03-13,1100,Accounts Receivable,300355.89,0.0,AR-2023-0383,
2023-03-13,4010,Revenue – Hospitality,0.0,300355.89,AR-2023-0383,
2023-03-13,1000,Cash – SNB Operating SAR,682762.89,0.0,AR-2023-0529,Collection
2023-03-13,1100,Accounts Receivable,0.0,682762.89,AR-2023-0529,Collection
2023-03-13,1100,Accounts Receivable,170126.41,0.0,AR-2023-0565,
2023-03-13,4020,Revenue – Government,0.0,170126.41,AR-2023-0565,
2023-03-13,1000,Cash – SNB Operating SAR,172870.98,0.0,AR-2023-0768,Collection
2023-03-13,1100,Accounts Receivable,0.0,172870.98,AR-2023-0768,Collection
2023-03-13,1100,Accounts Receivable,437640.56,0.0,AR-2023-0864,
2023-03-13,4030,Revenue – Catering,0.0,437640.56,AR-2023-0864,
2023-03-13,1100,Accounts Receivable,1223133.55,0.0,AR-2023-0872,
2023-03-13,4030,Revenue – Catering,0.0,1223133.55,AR-2023-0872,
2023-03-13,2000,Accounts Payable,106193.73,0.0,INV-2023-0088,Payment
2023-03-13,1000,Cash – SNB Operating SAR,0.0,106193.73,INV-2023-0088,Payment
2023-03-13,2000,Accounts Payable,167118.83,0.0,INV-2023-0201,Payment
2023-03-13,1000,Cash – SNB Operating SAR,0.0,167118.83,INV-2023-0201,Payment
2023-03-13,5010,COGS – Beverages,122791.47,0.0,INV-2023-0317,OTC & consumer health replenishment
2023-03-13,2000,Accounts Payable,0.0,122791.47,INV-2023-0317,
2023-03-13,2000,Accounts Payable,135277.54,0.0,INV-2023-0403,Payment
2023-03-13,1000,Cash – SNB Operating SAR,0.0,135277.54,INV-2023-0403,Payment
2023-03-13,5030,COGS – Cosmetics,130755.97,0.0,INV-2023-0865,
2023-03-13,2000,Accounts Payable,0.0,130755.97,INV-2023-0865,
2023-03-13,6220,Professional Fees,70859.82,0.0,INV-2023-1134,
2023-03-13,2000,Accounts Payable,0.0,70859.82,INV-2023-1134,
2023-03-13,2000,Accounts Payable,35075.74,0.0,INV-2023-1186,Payment
2023-03-13,1000,Cash – SNB Operating SAR,0.0,35075.74,INV-2023-1186,Payment
2023-03-14,1000,Cash – SNB Operating SAR,819199.23,0.0,AR-2023-0003,Collection
2023-03-14,1100,Accounts Receivable,0.0,819199.23,AR-2023-0003,Collection
2023-03-14,1000,Cash – SNB Operating SAR,186083.96,0.0,AR-2023-0023,Collection
2023-03-14,1100,Accounts Receivable,0.0,186083.96,AR-2023-0023,Collection
2023-03-14,1100,Accounts Receivable,639993.43,0.0,AR-2023-0067,
2023-03-14,4000,Revenue – Modern Trade,0.0,639993.43,AR-2023-0067,
2023-03-14,1100,Accounts Receivable,339337.98,0.0,AR-2023-0083,
2023-03-14,4000,Revenue – Modern Trade,0.0,339337.98,AR-2023-0083,
2023-03-14,1100,Accounts Receivable,581096.33,0.0,AR-2023-0384,
2023-03-14,4010,Revenue – Hospitality,0.0,581096.33,AR-2023-0384,
2023-03-14,5000,COGS – Food,136034.99,0.0,INV-2023-0209,
2023-03-14,2000,Accounts Payable,0.0,136034.99,INV-2023-0209,
2023-03-14,2000,Accounts Payable,164284.24,0.0,INV-2023-0229,Payment
2023-03-14,1000,Cash – SNB Operating SAR,0.0,164284.24,INV-2023-0229,Payment
2023-03-14,2000,Accounts Payable,121598.12,0.0,INV-2023-0321,Payment
2023-03-14,1000,Cash – SNB Operating SAR,0.0,121598.12,INV-2023-0321,Payment
2023-03-14,2000,Accounts Payable,91508.02,0.0,INV-2023-0444,Payment
2023-03-14,1000,Cash – SNB Operating SAR,0.0,91508.02,INV-2023-0444,Payment
2023-03-14,2000,Accounts Payable,180281.34,0.0,INV-2023-0757,Payment
2023-03-14,1000,Cash – SNB Operating SAR,0.0,180281.34,INV-2023-0757,Payment
2023-03-14,2000,Accounts Payable,131146.8,0.0,INV-2023-0761,Payment
2023-03-14,1000,Cash – SNB Operating SAR,0.0,131146.8,INV-2023-0761,Payment
2023-03-14,2000,Accounts Payable,172619.76,0.0,INV-2023-0830,Payment
2023-03-14,1000,Cash – SNB Operating SAR,0.0,172619.76,INV-2023-0830,Payment
2023-03-14,2000,Accounts Payable,93504.24,0.0,INV-2023-0868,Payment
2023-03-14,1000,Cash – SNB Operating SAR,0.0,93504.24,INV-2023-0868,Payment
2023-03-14,6300,Logistics – 3PL,269093.04,0.0,INV-2023-0965,Line-haul & distribution services
2023-03-14,2000,Accounts Payable,0.0,269093.04,INV-2023-0965,
2023-03-14,6200,Marketing & Advertising,46841.92,0.0,INV-2023-1116,
2023-03-14,2000,Accounts Payable,0.0,46841.92,INV-2023-1116,
2023-03-15,1000,Cash – SNB Operating SAR,586251.99,0.0,AR-2023-0031,Collection
2023-03-15,1100,Accounts Receivable,0.0,586251.99,AR-2023-0031,Collection
2023-03-15,1000,Cash – SNB Operating SAR,272596.98,0.0,AR-2023-0036,Collection
2023-03-15,1100,Accounts Receivable,0.0,272596.98,AR-2023-0036,Collection
2023-03-15,1000,Cash – SNB Operating SAR,91905.54,0.0,AR-2023-0046,Collection
2023-03-15,1100,Accounts Receivable,0.0,91905.54,AR-2023-0046,Collection
2023-03-15,1000,Cash – SNB Operating SAR,811827.89,0.0,AR-2023-0054,Collection
2023-03-15,1100,Accounts Receivable,0.0,811827.89,AR-2023-0054,Collection
2023-03-15,1100,Accounts Receivable,367945.39,0.0,AR-2023-0074,
2023-03-15,4000,Revenue – Modern Trade,0.0,367945.39,AR-2023-0074,
2023-03-15,1000,Cash – SNB Operating SAR,712022.03,0.0,AR-2023-0798,Collection
2023-03-15,1100,Accounts Receivable,0.0,712022.03,AR-2023-0798,Collection
2023-03-15,1000,Cash – SNB Operating SAR,261042.97,0.0,AR-2023-0804,Collection
2023-03-15,1100,Accounts Receivable,0.0,261042.97,AR-2023-0804,Collection
2023-03-15,1000,Cash – SNB Operating SAR,144016.14,0.0,AR-2023-0808,Collection
2023-03-15,1100,Accounts Receivable,0.0,144016.14,AR-2023-0808,Collection
2023-03-15,5000,COGS – Food,108000.19,0.0,INV-2023-0220,OTC & consumer health replenishment
2023-03-15,2000,Accounts Payable,0.0,108000.19,INV-2023-0220,
2023-03-15,5020,COGS – Household,145486.46,0.0,INV-2023-0640,
2023-03-15,2000,Accounts Payable,0.0,145486.46,INV-2023-0640,
2023-03-15,5030,COGS – Cosmetics,97908.8,0.0,INV-2023-0864,
2023-03-15,2000,Accounts Payable,0.0,97908.8,INV-2023-0864,
2023-03-15,6300,Logistics – 3PL,100525.81,0.0,INV-2023-1061,Line-haul & distribution services
2023-03-15,2000,Accounts Payable,0.0,100525.81,INV-2023-1061,
2023-03-16,1000,Cash – SNB Operating SAR,355635.07,0.0,AR-2023-0005,Collection
2023-03-16,1100,Accounts Receivable,0.0,355635.07,AR-2023-0005,Collection
2023-03-16,1000,Cash – SNB Operating SAR,210354.75,0.0,AR-2023-0012,Collection
2023-03-16,1100,Accounts Receivable,0.0,210354.75,AR-2023-0012,Collection
2023-03-16,1000,Cash – SNB Operating SAR,199116.42,0.0,AR-2023-0058,Collection
2023-03-16,1100,Accounts Receivable,0.0,199116.42,AR-2023-0058,Collection
2023-03-16,1000,Cash – SNB Operating SAR,493541.48,0.0,AR-2023-0374,Collection
2023-03-16,1100,Accounts Receivable,0.0,493541.48,AR-2023-0374,Collection
2023-03-16,1000,Cash – SNB Operating SAR,257248.22,0.0,AR-2023-0542,Collection
2023-03-16,1100,Accounts Receivable,0.0,257248.22,AR-2023-0542,Collection
2023-03-16,1100,Accounts Receivable,1223133.55,0.0,AR-2023-0863,
2023-03-16,4030,Revenue – Catering,0.0,1223133.55,AR-2023-0863,
2023-03-16,6300,Logistics – 3PL,156003.41,0.0,INV-2023-0950,Line-haul & distribution services
2023-03-16,2000,Accounts Payable,0.0,156003.41,INV-2023-0950,
2023-03-16,2000,Accounts Payable,229054.88,0.0,INV-2023-0978,Payment
2023-03-16,1000,Cash – SNB Operating SAR,0.0,229054.88,INV-2023-0978,Payment
2023-03-17,1000,Cash – SNB Operating SAR,138095.3,0.0,AR-2023-0528,Collection
2023-03-17,1100,Accounts Receivable,0.0,138095.3,AR-2023-0528,Collection
2023-03-17,1000,Cash – SNB Operating SAR,1036133.4,0.0,AR-2023-0534,Collection
2023-03-17,1100,Accounts Receivable,0.0,1036133.4,AR-2023-0534,Collection
2023-03-17,1100,Accounts Receivable,294824.7,0.0,AR-2023-0563,
2023-03-17,4020,Revenue – Government,0.0,294824.7,AR-2023-0563,
2023-03-17,1000,Cash – SNB Operating SAR,274989.4,0.0,AR-2023-0770,Collection
2023-03-17,1100,Accounts Receivable,0.0,274989.4,AR-2023-0770,Collection
2023-03-17,1000,Cash – SNB Operating SAR,456315.09,0.0,AR-2023-0785,Collection
2023-03-17,1100,Accounts Receivable,0.0,456315.09,AR-2023-0785,Collection
2023-03-17,1000,Cash – SNB Operating SAR,467583.04,0.0,AR-2023-0825,Collection
2023-03-17,1100,Accounts Receivable,0.0,467583.04,AR-2023-0825,Collection
2023-03-17,2000,Accounts Payable,85966.24,0.0,INV-2023-0433,Payment
2023-03-17,1000,Cash – SNB Operating SAR,0.0,85966.24,INV-2023-0433,Payment
2023-03-17,5010,COGS – Beverages,123403.01,0.0,INV-2023-0449,OTC & consumer health replenishment
2023-03-17,2000,Accounts Payable,0.0,123403.01,INV-2023-0449,
2023-03-17,2000,Accounts Payable,114359.72,0.0,INV-2023-0555,Payment
2023-03-17,1000,Cash – SNB Operating SAR,0.0,114359.72,INV-2023-0555,Payment
2023-03-17,5020,COGS – Household,86764.97,0.0,INV-2023-0589,
2023-03-17,2000,Accounts Payable,0.0,86764.97,INV-2023-0589,
2023-03-17,2000,Accounts Payable,69425.38,0.0,INV-2023-0683,Payment
2023-03-17,1000,Cash – SNB Operating SAR,0.0,69425.38,INV-2023-0683,Payment
2023-03-17,2000,Accounts Payable,71093.34,0.0,INV-2023-0850,Payment
2023-03-17,1000,Cash – SNB Operating SAR,0.0,71093.34,INV-2023-0850,Payment
2023-03-17,2000,Accounts Payable,162810.39,0.0,INV-2023-1013,Payment
2023-03-17,1000,Cash – SNB Operating SAR,0.0,162810.39,INV-2023-1013,Payment
2023-03-17,6200,Marketing & Advertising,32356.5,0.0,INV-2023-1114,
2023-03-17,2000,Accounts Payable,0.0,32356.5,INV-2023-1114,
2023-03-18,1000,Cash – SNB Operating SAR,213240.62,0.0,AR-2023-0028,Collection
2023-03-18,1100,Accounts Receivable,0.0,213240.62,AR-2023-0028,Collection
2023-03-18,1000,Cash – SNB Operating SAR,740865.76,0.0,AR-2023-0378,Collection
2023-03-18,1100,Accounts Receivable,0.0,740865.76,AR-2023-0378,Collection
2023-03-18,1100,Accounts Receivable,424865.36,0.0,AR-2023-0560,
2023-03-18,4020,Revenue – Government,0.0,424865.36,AR-2023-0560,
2023-03-18,1100,Accounts Receivable,298131.14,0.0,AR-2023-0562,
2023-03-18,4020,Revenue – Government,0.0,298131.14,AR-2023-0562,
2023-03-18,1000,Cash – SNB Operating SAR,235941.59,0.0,AR-2023-0796,Collection
2023-03-18,1100,Accounts Receivable,0.0,235941.59,AR-2023-0796,Collection
2023-03-18,5000,COGS – Food,141952.83,0.0,INV-2023-0097,
2023-03-18,2000,Accounts Payable,0.0,141952.83,INV-2023-0097,
2023-03-18,2000,Accounts Payable,134655.47,0.0,INV-2023-0135,Payment
2023-03-18,1000,Cash – SNB Operating SAR,0.0,134655.47,INV-2023-0135,Payment
2023-03-18,2000,Accounts Payable,155275.18,0.0,INV-2023-0802,Payment
2023-03-18,1000,Cash – SNB Operating SAR,0.0,155275.18,INV-2023-0802,Payment
2023-03-18,6300,Logistics – 3PL,234840.65,0.0,INV-2023-1011,Line-haul & distribution services
2023-03-18,2000,Accounts Payable,0.0,234840.65,INV-2023-1011,
2023-03-18,6220,Professional Fees,57096.61,0.0,INV-2023-1169,
2023-03-18,2000,Accounts Payable,0.0,57096.61,INV-2023-1169,
2023-03-19,1000,Cash – SNB Operating SAR,848092.2,0.0,AR-2023-0007,Collection
2023-03-19,1100,Accounts Receivable,0.0,848092.2,AR-2023-0007,Collection
2023-03-19,1100,Accounts Receivable,238969.98,0.0,AR-2023-0080,
2023-03-19,4000,Revenue – Modern Trade,0.0,238969.98,AR-2023-0080,
2023-03-19,1000,Cash – SNB Operating SAR,239979.57,0.0,AR-2023-0776,Collection
2023-03-19,1100,Accounts Receivable,0.0,239979.57,AR-2023-0776,Collection
2023-03-19,1000,Cash – SNB Operating SAR,332293.19,0.0,AR-2023-0780,Collection
2023-03-19,1100,Accounts Receivable,0.0,332293.19,AR-2023-0780,Collection
2023-03-19,1000,Cash – SNB Operating SAR,609758.64,0.0,AR-2023-0782,Collection
2023-03-19,1100,Accounts Receivable,0.0,609758.64,AR-2023-0782,Collection
2023-03-19,1000,Cash – SNB Operating SAR,246297.25,0.0,AR-2023-0792,Collection
2023-03-19,1100,Accounts Receivable,0.0,246297.25,AR-2023-0792,Collection
2023-03-19,1000,Cash – SNB Operating SAR,1029806.39,0.0,AR-2023-0794,Collection
2023-03-19,1100,Accounts Receivable,0.0,1029806.39,AR-2023-0794,Collection
2023-03-19,2000,Accounts Payable,72734.1,0.0,INV-2023-0157,Payment
2023-03-19,1000,Cash – SNB Operating SAR,0.0,72734.1,INV-2023-0157,Payment
2023-03-19,5020,COGS – Household,95924.58,0.0,INV-2023-0721,
2023-03-19,2000,Accounts Payable,0.0,95924.58,INV-2023-0721,
2023-03-19,2000,Accounts Payable,81345.08,0.0,INV-2023-0804,Payment
2023-03-19,1000,Cash – SNB Operating SAR,0.0,81345.08,INV-2023-0804,Payment
2023-03-20,1000,Cash – SNB Operating SAR,482903.92,0.0,AR-2023-0002,Collection
2023-03-20,1100,Accounts Receivable,0.0,482903.92,AR-2023-0002,Collection
2023-03-20,1000,Cash – SNB Operating SAR,396724.23,0.0,AR-2023-0043,Collection
2023-03-20,1100,Accounts Receivable,0.0,396724.23,AR-2023-0043,Collection
2023-03-20,1100,Accounts Receivable,931195.66,0.0,AR-2023-0075,
2023-03-20,4000,Revenue – Modern Trade,0.0,931195.66,AR-2023-0075,
2023-03-20,1000,Cash – SNB Operating SAR,370976.88,0.0,AR-2023-0369,Collection
2023-03-20,1100,Accounts Receivable,0.0,370976.88,AR-2023-0369,Collection
2023-03-20,1000,Cash – SNB Operating SAR,159058.41,0.0,AR-2023-0380,Collection
2023-03-20,1100,Accounts Receivable,0.0,159058.41,AR-2023-0380,Collection
2023-03-20,1100,Accounts Receivable,1057170.31,0.0,AR-2023-0570,
2023-03-20,4020,Revenue – Government,0.0,1057170.31,AR-2023-0570,
2023-03-20,1000,Cash – SNB Operating SAR,236396.23,0.0,AR-2023-0839,Collection
2023-03-20,1100,Accounts Receivable,0.0,236396.23,AR-2023-0839,Collection
2023-03-20,1000,Cash – SNB Operating SAR,724481.81,0.0,AR-2023-0842,Collection
2023-03-20,1100,Accounts Receivable,0.0,724481.81,AR-2023-0842,Collection
2023-03-20,1100,Accounts Receivable,511928.98,0.0,AR-2023-0874,
2023-03-20,4030,Revenue – Catering,0.0,511928.98,AR-2023-0874,
2023-03-20,5020,COGS – Household,158979.3,0.0,INV-2023-0632,
2023-03-20,2000,Accounts Payable,0.0,158979.3,INV-2023-0632,
2023-03-20,2000,Accounts Payable,152918.93,0.0,INV-2023-0883,Payment
2023-03-20,1000,Cash – SNB Operating SAR,0.0,152918.93,INV-2023-0883,Payment
2023-03-20,5030,COGS – Cosmetics,112741.8,0.0,INV-2023-0909,OTC & consumer health replenishment
2023-03-20,2000,Accounts Payable,0.0,112741.8,INV-2023-0909,
2023-03-20,2000,Accounts Payable,208703.71,0.0,INV-2023-1004,Payment
2023-03-20,1000,Cash – SNB Operating SAR,0.0,208703.71,INV-2023-1004,Payment
2023-03-20,6220,Professional Fees,51094.9,0.0,INV-2023-1153,
2023-03-20,2000,Accounts Payable,0.0,51094.9,INV-2023-1153,
2023-03-21,1100,Accounts Receivable,192967.82,0.0,AR-2023-0081,
2023-03-21,4000,Revenue – Modern Trade,0.0,192967.82,AR-2023-0081,
2023-03-21,1000,Cash – SNB Operating SAR,457211.82,0.0,AR-2023-0523,Collection
2023-03-21,1100,Accounts Receivable,0.0,457211.82,AR-2023-0523,Collection
2023-03-21,1000,Cash – SNB Operating SAR,651226.09,0.0,AR-2023-0789,Collection
