GRN_ID,PO_ID,Vendor_ID,Vendor_Name,SKU,PO_Qty,Received_Qty,Receipt_Date,Match_Status
GRN-2026-5215,PO-2026-0303,V-1135,Misr Imports Group,BV-2013,5000,5000,2026-03-21,Matched (3-way)
GRN-2026-5216,PO-2026-0506,V-1040,Saudi Wines & Spirits Co LLC,CM-4008,1500,1500,2026-03-13,Matched (3-way)
GRN-2026-5217,PO-2026-0033,V-1070,Bayt Confectionery Co,HH-3024,200,200,11/03/2026,Matched (3-way)
GRN-2026-5218,PO-2026-0079,V-1092,Maghrib Logistics Services Co,CM-4013,4000,4000,2026-03-08,Matched (3-way)
GRN-2026-5219,PO-2026-0099,V-1070,Bayt Confectionery Co,CM-4014,2000,2000,2026-03-29,Matched (3-way)
GRN-2026-5220,PO-2026-0163,V-1190,Arkan Trading Trading LLC,FG-1028,1000,1000,2026-03-23,Matched (3-way)
GRN-2026-5221,PO-2026-0323,V-1043,Mada Foods Co LLC,HH-3007,1500,1500,2026-03-17,Matched (3-way)
GRN-2026-5222,PO-2026-0387,V-1116,Solo Foods Ltd,HH-3020,1500,1500,2026-03-20,Matched (3-way)
GRN-2026-5223,PO-2026-0527,V-1002,Arabian Foods Co LLC,HH-3019,100,100,2026-03-19,Matched (3-way)
GRN-2026-5224,PO-2026-0124,V-1190,Arkan Trading Trading LLC,FG-1016,3000,3000,2026-03-15,Matched (3-way)
GRN-2026-5225,PO-2026-0191,V-1152,Tatweer Commercial Ltd,HH-3019,1000,1000,2026-03-20,Matched (3-way)
GRN-2026-5226,PO-2026-0205,V-1167,Misr Supply Chain Ltd,CM-4016,500,500,2026-03-13,Matched (3-way)
GRN-2026-5227,PO-2026-0097,V-1172,Amwaj Commercial Company,FG-1021,2000,2000,2026-03-26,Matched (3-way)
GRN-2026-5228,PO-2026-0122,V-1138,Arabian Wines & Spirits Group,FG-1002,1000,1000,2026-03-29,Matched (3-way)
GRN-2026-5229,PO-2026-0160,V-1178,Bayt Exports LLC,FG-1017,3000,3000,2026-03-19,Matched (3-way)
GRN-2026-5230,PO-2026-0182,V-1030,Bayt Foods Company,HH-3009,4000,4000,2026-03-26,Matched (3-way)
GRN-2026-5231,PO-2026-0441,V-1152,Tatweer Commercial Ltd,FG-2241,500,500,2026-04-02,Matched (3-way)
GRN-2026-5232,PO-2026-0537,V-1119,Arabian Snacks Company,CM-4006,5000,5000,28/03/2026,Matched (3-way)
GRN-2026-5233,PO-2026-0026,V-1077,Arkan Foodstuff Ltd,FG-1007,1500,1589,30/03/2026,Qty over-receipt — match exception
GRN-2026-5234,PO-2026-0051,V-1194,Watani Manufacturing Ltd,CM-4008,4000,4000,15/03/2026,Matched (3-way)
GRN-2026-5235,PO-2026-0143,V-1126,Quick Wholesale LLC,CM-4014,500,500,2026-03-31,Matched (3-way)
GRN-2026-5236,PO-2026-0463,V-1017,Bin Laden Cosmetics Ltd,HH-3010,1500,1500,2026-04-01,Matched (3-way)
GRN-2026-5237,PO-2026-0598,V-1024,Al-Rajhi Confectionery Co,HH-3024,1500,1500,2026-03-20,Matched (3-way)
GRN-2026-5238,PO-2026-0545,V-1014,Al-Faisal Exports Co,BV-2001,3000,3000,16/03/2026,Matched (3-way)
GRN-2026-5239,PO-2026-0086,V-1154,Maghrib Cosmetics LLC,CM-4019,1500,1500,2026-03-28,Matched (3-way)
GRN-2026-5240,PO-2026-0173,V-1074,Euphrates Services Ltd,HH-3003,4000,4098,2026-03-14,Qty over-receipt — match exception
GRN-2026-5241,PO-2026-0291,V-1000,Arkan Snacks Co LLC,FG-1005,500,500,2026-03-18,Matched (3-way)
GRN-2026-5242,PO-2026-0379,V-1009,Bordeaux Cleaning Company,FG-1011,2000,2000,2026-03-13,Matched (3-way)
GRN-2026-5243,PO-2026-0105,V-1022,Faridi Cleaning Trading LLC,CM-4007,2000,2000,2026-03-22,Matched (3-way)
GRN-2026-5244,PO-2026-0162,V-1066,Al-Faisal Confectionery Ltd,FG-1030,100,100,2026-03-14,Matched (3-way)
GRN-2026-5245,PO-2026-0092,V-1048,Tigris Confectionery Co,FG-1010,100,100,2026-03-19,Matched (3-way)
GRN-2026-5246,PO-2026-0104,V-1138,Arabian Wines & Spirits Group,BV-2005,1000,1000,2026-04-05,Matched (3-way)
GRN-2026-5247,PO-2026-0437,V-1109,Al-Faisal Foods Ltd,BV-2016,800,800,2026-03-18,Matched (3-way)
GRN-2026-5248,PO-2026-0462,V-1192,Asir Co Ltd,HH-3009,100,100,2026-03-28,Matched (3-way)
GRN-2026-5249,PO-2026-0116,V-1043,Mada Foods Co LLC,FG-1028,200,200,2026-03-26,Matched (3-way)
GRN-2026-5250,PO-2026-0137,V-1122,Desert Packaging Company,BV-2003,200,200,2026-03-31,Matched (3-way)
GRN-2026-5251,PO-2026-0248,V-1456,Gulf BioPharma Co,BV-2024,500,500,2026-03-20,Matched (3-way)
GRN-2026-5252,PO-2026-0212,V-1073,Bayt Confectionery Ltd,FG-1004,100,100,2026-03-20,Matched (3-way)
GRN-2026-5253,PO-2026-0337,V-1182,Diyar Hygiene Ltd,CM-4009,1000,1000,2026-04-01,Matched (3-way)
GRN-2026-5254,PO-2026-0595,V-1098,Jeddah Dairy Group,BV-2023,800,800,2026-03-17,Matched (3-way)
GRN-2026-5255,PO-2026-0109,V-1204,Misr Confectionery Ltd,BV-2010,500,518,02/04/2026,Qty over-receipt — match exception
GRN-2026-5256,PO-2026-0114,V-1024,Al-Rajhi Confectionery Co,CM-4002,2000,2000,2026-03-22,Matched (3-way)
GRN-2026-5257,PO-2026-0266,V-1126,Quick Wholesale LLC,FG-1010,800,800,2026-04-07,Matched (3-way)
GRN-2026-5258,PO-2026-0196,V-1161,Tabuk Services Co,CM-4017,4000,4000,2026-03-28,Matched (3-way)
GRN-2026-5259,PO-2026-0095,V-1084,Jamal Supply Chain Co LLC,CM-4005,3000,3000,26/03/2026,Matched (3-way)
GRN-2026-5260,PO-2026-0404,V-1068,Diyar Imports Group,BV-2017,5000,5000,2026-03-24,Matched (3-way)
GRN-2026-5261,PO-2026-0067,V-1009,Bordeaux Cleaning Company,HH-3016,200,200,2026-03-30,Matched (3-way)
GRN-2026-5262,PO-2026-0472,V-1033,Al-Rajhi Foods Co,HH-3018,3000,3000,2026-04-04,Matched (3-way)
GRN-2026-5263,PO-2026-0546,V-1002,Arabian Foods Co LLC,FG-1026,1500,1500,2026-04-01,Matched (3-way)
GRN-2026-5264,PO-2026-0481,V-1060,Arkan Services Co,FG-1004,500,500,2026-03-22,Matched (3-way)
GRN-2026-5265,PO-2026-0130,V-1066,Al-Faisal Confectionery Ltd,BV-2021,4000,4000,2026-03-23,Matched (3-way)
GRN-2026-5266,PO-2026-0167,V-1077,Arkan Foodstuff Ltd,FG-1009,2000,2000,2026-03-25,Matched (3-way)
GRN-2026-5267,PO-2026-0213,V-1130,Diyar Print Services Company,CM-4017,4000,4000,2026-03-31,Matched (3-way)
GRN-2026-5268,PO-2026-0406,V-1021,Quick Enterprises Company,BV-2009,2000,2000,2026-03-30,Matched (3-way)
GRN-2026-5269,PO-2026-0449,V-1077,Arkan Foodstuff Ltd,BV-2015,1000,1000,04/04/2026,Matched (3-way)
GRN-2026-5270,PO-2026-0450,V-1094,Arabian Wholesale Co LLC,CM-4010,200,200,2026-04-05,Matched (3-way)
GRN-2026-5271,PO-2026-0139,V-1099,Tabuk Distribution Trading LLC,CM-4003,4000,4000,2026-04-16,Matched (3-way)
GRN-2026-5272,PO-2026-0199,V-1080,Oasis Commercial Trading LLC,BV-2009,4000,4000,2026-04-02,Matched (3-way)
GRN-2026-5273,PO-2026-0083,V-1082,Sulaiman Enterprises Group,FG-1024,500,500,2026-03-28,Matched (3-way)
GRN-2026-5274,PO-2026-0166,V-1191,Tigris Foodstuff Ltd,FG-1027,4000,4000,2026-03-25,Matched (3-way)
GRN-2026-5275,PO-2026-0526,V-1050,Solo Commercial Ltd,HH-3011,200,200,2026-03-25,Matched (3-way)
GRN-2026-5276,PO-2026-0052,V-1104,Maghrib Manufacturing Co,BV-2006,3000,3000,2026-03-31,Matched (3-way)
GRN-2026-5277,PO-2026-0118,V-1032,Tigris Snacks Group,BV-2001,1000,1000,16/04/2026,Matched (3-way)
GRN-2026-5278,PO-2026-0415,V-1160,Al-Faisal Foodstuff Co LLC,FG-1008,100,100,2026-04-04,Matched (3-way)
GRN-2026-5279,PO-2026-0352,V-1031,Noor Snacks Ltd,HH-3013,3000,3000,2026-04-12,Matched (3-way)
GRN-2026-5280,PO-2026-0357,V-1032,Tigris Snacks Group,FG-1013,200,200,2026-04-01,Matched (3-way)
GRN-2026-5281,PO-2026-0024,V-1047,Tihama Wines & Spirits Co,BV-2003,500,500,2026-04-02,Matched (3-way)
GRN-2026-5282,PO-2026-0046,V-1163,Tabuk Group Company,HH-3016,4000,4276,2026-04-19,Qty over-receipt — match exception
GRN-2026-5283,PO-2026-0135,V-1019,Mediterranean Cleaning LLC,HH-3005,500,500,2026-04-13,Matched (3-way)
GRN-2026-5284,PO-2026-0455,V-1023,Misr Pharma Products Co LLC,BV-2016,3000,3177,2026-04-08,Qty over-receipt — match exception
GRN-2026-5285,PO-2026-0501,V-1041,Sahara Distribution Ltd,BV-2024,1500,1458,2026-04-13,Short receipt — match exception
GRN-2026-5286,PO-2026-0539,V-1149,Euphrates Marketing LLC,CM-4004,1000,1000,2026-04-09,Matched (3-way)
GRN-2026-5287,PO-2026-0150,V-1124,Tabuk Dairy Co,BV-2007,3000,2761,2026-03-30,Short receipt — match exception
GRN-2026-5288,PO-2026-0471,V-1198,Euphrates Group LLC,FG-1024,1000,1000,2026-04-11,Matched (3-way)
GRN-2026-5289,PO-2026-0021,V-1144,Arabian Co Company,CM-4011,200,200,2026-04-03,Matched (3-way)
GRN-2026-5290,PO-2026-0087,V-1173,Arkan Supply Chain Company,FG-1020,100,100,2026-04-10,Matched (3-way)
GRN-2026-5291,PO-2026-0126,V-1166,Noor Print Services Group,CM-4005,3000,3000,2026-04-16,Matched (3-way)
GRN-2026-5292,PO-2026-0249,V-1113,Al-Faisal Beverages LLC,BV-2024,800,800,2026-04-05,Matched (3-way)
GRN-2026-5293,PO-2026-0388,V-1126,Quick Wholesale LLC,CM-4019,2000,2000,2026-04-19,Matched (3-way)
GRN-2026-5294,PO-2026-0509,V-1067,Bordeaux Manufacturing Group,CM-4003,500,500,2026-04-23,Matched (3-way)
GRN-2026-5295,PO-2026-0006,V-1194,Watani Manufacturing Ltd,HH-3023,1000,1000,07/04/2026,Matched (3-way)
GRN-2026-5296,PO-2026-0203,V-1034,Madinah Foods Co LLC,BV-2024,1500,1500,02/04/2026,Matched (3-way)
GRN-2026-5297,PO-2026-0098,V-1047,Tihama Wines & Spirits Co,BV-2014,1000,1000,2026-04-23,Matched (3-way)
GRN-2026-5298,PO-2026-0434,V-1066,Al-Faisal Confectionery Ltd,BV-2017,3000,3000,04/04/2026,Matched (3-way)
GRN-2026-5299,PO-2026-0448,V-1167,Misr Supply Chain Ltd,HH-3019,2000,2000,2026-04-25,Matched (3-way)
GRN-2026-5300,PO-2026-0401,V-1062,Riyadh Co Ltd,BV-2005,1000,988,2026-04-26,Short receipt — match exception
GRN-2026-5301,PO-2026-0032,V-1106,Oasis Manufacturing Co,FG-1028,100,100,2026-04-19,Matched (3-way)
GRN-2026-5302,PO-2026-0093,V-1061,Al-Rajhi Marketing LLC,BV-2017,500,500,2026-04-17,Matched (3-way)
GRN-2026-5303,PO-2026-0050,V-1045,Tatweer Commercial LLC,FG-1017,2000,2000,2026-04-19,Matched (3-way)
GRN-2026-5304,PO-2026-0112,V-1205,Al-Faisal Confectionery Co LLC,CM-4012,3000,3000,2026-04-19,Matched (3-way)
GRN-2026-5305,PO-2026-0192,V-1045,Tatweer Commercial LLC,BV-2021,3000,3000,2026-04-23,Matched (3-way)
GRN-2026-5306,PO-2026-0343,V-1128,Riyadh Confectionery Ltd,FG-1022,100,100,2026-04-15,Matched (3-way)
GRN-2026-5307,PO-2026-0354,V-1202,Al-Faisal Exports Co LLC,FG-1030,2000,2000,2026-04-13,Matched (3-way)
GRN-2026-5308,PO-2026-0490,V-1129,Arkan Cleaning Trading LLC,BV-2016,3000,3000,2026-04-24,Matched (3-way)
GRN-2026-5309,PO-2026-0072,V-1005,Arabian Confectionery Co LLC,FG-1030,1500,1500,19/04/2026,Matched (3-way)
GRN-2026-5310,PO-2026-0119,V-1127,Dar Marketing Group,BV-2024,100,100,2026-04-20,Matched (3-way)
GRN-2026-5311,PO-2026-0008,V-1205,Al-Faisal Confectionery Co LLC,HH-3016,3000,3000,2026-04-08,Matched (3-way)
GRN-2026-5312,PO-2026-0037,V-1001,Faridi Cosmetics LLC,CM-4005,2000,2000,2026-04-26,Matched (3-way)
GRN-2026-5313,PO-2026-0171,V-1083,Hijaz Holdings Co LLC,BV-2009,500,500,2026-04-11,Matched (3-way)
GRN-2026-5314,PO-2026-0376,V-1143,Hijaz Print Services Group,FG-1028,800,800,2026-04-22,Matched (3-way)
GRN-2026-5315,PO-2026-0560,V-1127,Dar Marketing Group,CM-4001,100,93,2026-04-16,Short receipt — match exception
GRN-2026-5316,PO-2026-0042,V-1007,Tatweer Holdings Co,CM-4017,3000,3000,2026-04-16,Matched (3-way)
GRN-2026-5317,PO-2026-0043,V-1098,Jeddah Dairy Group,FG-1003,100,100,2026-04-30,Matched (3-way)
GRN-2026-5318,PO-2026-0195,V-1136,Premier Cleaning Group,FG-1026,500,500,20/04/2026,Matched (3-way)
GRN-2026-5319,PO-2026-0215,V-1179,Bayt Enterprises Co LLC,BV-2017,2000,2000,29/04/2026,Matched (3-way)
GRN-2026-5320,PO-2026-0523,V-1000,Arkan Snacks Co LLC,BV-2004,1000,1000,2026-04-24,Matched (3-way)
GRN-2026-5321,PO-2026-0569,V-1074,Euphrates Services Ltd,FG-1013,800,800,2026-04-18,Matched (3-way)
GRN-2026-5322,PO-2026-0029,V-1190,Arkan Trading Trading LLC,FG-1025,1500,1500,2026-04-11,Matched (3-way)
GRN-2026-5323,PO-2026-0041,V-1195,Asir Trading LLC,CM-4019,100,100,2026-04-22,Matched (3-way)
GRN-2026-5324,PO-2026-0255,V-1092,Maghrib Logistics Services Co,BV-2017,3000,3000,2026-04-29,Matched (3-way)
GRN-2026-5325,PO-2026-0058,V-1131,Maghrib Cleaning Co,FG-1025,200,200,2026-04-18,Matched (3-way)
GRN-2026-5326,PO-2026-0088,V-1087,Khaleej Materials Trading Co LLC,FG-1027,4000,4000,2026-05-04,Matched (3-way)
GRN-2026-5327,PO-2026-0094,V-1188,Arkan Packaging LLC,BV-2022,1500,1500,2026-04-22,Matched (3-way)
GRN-2026-5328,PO-2026-0427,V-1026,Olaya Materials Trading Ltd,FG-1012,500,500,2026-05-02,Matched (3-way)
GRN-2026-5329,PO-2026-0464,V-1171,Najd Imports Company,CM-4016,1000,1061,2026-05-02,Qty over-receipt — match exception
GRN-2026-5330,PO-2026-0039,V-1118,Diyar Foods LLC,CM-4006,1000,1000,2026-04-21,Matched (3-way)
GRN-2026-5331,PO-2026-0076,V-1047,Tihama Wines & Spirits Co,BV-2024,1000,1000,15/04/2026,Matched (3-way)
GRN-2026-5332,PO-2026-0561,V-1099,Tabuk Distribution Trading LLC,BV-2022,200,200,2026-04-27,Matched (3-way)
GRN-2026-5333,PO-2026-0596,V-1186,Sulaiman Group Co LLC,FG-1023,2000,2000,24/04/2026,Matched (3-way)
GRN-2026-5334,PO-2026-0075,V-1025,Oasis Solutions Trading LLC,CM-4004,3000,3000,2026-04-30,Matched (3-way)
GRN-2026-5335,PO-2026-0408,V-1019,Mediterranean Cleaning LLC,FG-1029,5000,5000,2026-04-22,Matched (3-way)
GRN-2026-5336,PO-2026-0027,V-1157,Jeddah International Group,CM-4003,3000,3000,2026-04-27,Matched (3-way)
GRN-2026-5337,PO-2026-0056,V-1091,Falcon Distribution Trading LLC,FG-1003,500,500,2026-04-18,Matched (3-way)
GRN-2026-5338,PO-2026-0412,V-1125,Saudi Exports Ltd,CM-4003,500,500,2026-04-27,Matched (3-way)
GRN-2026-5339,PO-2026-0460,V-1138,Arabian Wines & Spirits Group,HH-3018,1000,1000,2026-05-07,Matched (3-way)
GRN-2026-5340,PO-2026-0218,V-1456,Gulf BioPharma Co,FG-2241,4200,4200,2026-05-07,Matched (3-way)
GRN-2026-5341,PO-2026-0362,V-1161,Tabuk Services Co,CM-4004,800,800,2026-05-03,Matched (3-way)
GRN-2026-5342,PO-2026-0344,V-1007,Tatweer Holdings Co,CM-4002,2000,2000,06/05/2026,Matched (3-way)
GRN-2026-5343,PO-2026-0374,V-1130,Diyar Print Services Company,FG-2241,200,200,2026-04-25,Matched (3-way)
GRN-2026-5344,PO-2026-0563,V-1152,Tatweer Commercial Ltd,HH-3011,2000,2000,2026-05-06,Matched (3-way)
GRN-2026-5345,PO-2026-0554,V-1183,Dar Co Ltd,CM-4007,200,200,29/04/2026,Matched (3-way)
GRN-2026-5346,PO-2026-0238,V-1049,Mediterranean Wines & Spirits Trading LLC,BV-2007,500,500,2026-04-22,Matched (3-way)
GRN-2026-5347,PO-2026-0340,V-1120,Premier International Group,CM-4006,800,751,2026-04-26,Short receipt — match exception
GRN-2026-5348,PO-2026-0221,V-1020,Al-Rajhi Packaging Ltd,CM-4002,1000,1000,2026-05-11,Matched (3-way)
GRN-2026-5349,PO-2026-0237,V-1091,Falcon Distribution Trading LLC,FG-1010,100,100,2026-04-19,Matched (3-way)
GRN-2026-5350,PO-2026-0414,V-1027,Ibn Sina Exports Group,FG-1029,200,200,2026-04-23,Matched (3-way)
GRN-2026-5351,PO-2026-0486,V-1041,Sahara Distribution Ltd,HH-3013,500,500,2026-04-20,Matched (3-way)
GRN-2026-5352,PO-2026-0219,V-1041,Sahara Distribution Ltd,CM-4019,100,100,2026-04-27,Matched (3-way)
GRN-2026-5353,PO-2026-0314,V-1105,Amwaj Marketing Company,FG-1013,800,800,2026-04-20,Matched (3-way)
GRN-2026-5354,PO-2026-0224,V-1058,Desert Cleaning Co LLC,HH-3015,1000,1000,2026-04-21,Matched (3-way)
GRN-2026-5355,PO-2026-0243,V-1188,Arkan Packaging LLC,CM-4002,1000,1000,2026-05-10,Matched (3-way)
GRN-2026-5356,PO-2026-0245,V-1018,Jamal Trading Co LLC,FG-1026,500,500,2026-05-03,Matched (3-way)
GRN-2026-5357,PO-2026-0465,V-1007,Tatweer Holdings Co,FG-1014,2000,2000,2026-05-13,Matched (3-way)
GRN-2026-5358,PO-2026-0220,V-1014,Al-Faisal Exports Co,FG-1021,200,200,2026-05-04,Matched (3-way)
GRN-2026-5359,PO-2026-0229,V-1170,Madinah Wholesale Ltd,HH-3016,1000,1000,2026-04-25,Matched (3-way)
GRN-2026-5360,PO-2026-0222,V-1014,Al-Faisal Exports Co,CM-4007,200,200,2026-04-26,Matched (3-way)
GRN-2026-5361,PO-2026-0246,V-1072,Lamar Hygiene Trading LLC,HH-3007,500,500,10/05/2026,Matched (3-way)
GRN-2026-5362,PO-2026-0492,V-1109,Al-Faisal Foods Ltd,FG-1028,5000,5000,2026-04-30,Matched (3-way)
GRN-2026-5363,PO-2026-0518,V-1157,Jeddah International Group,FG-1008,100,100,2026-05-13,Matched (3-way)
GRN-2026-5364,PO-2026-0226,V-1141,Mada Industries Co,HH-3007,500,500,2026-05-08,Matched (3-way)
GRN-2026-5365,PO-2026-0242,V-1180,Bordeaux Foods Co,FG-1030,500,500,2026-04-29,Matched (3-way)
GRN-2026-5366,PO-2026-0256,V-1066,Al-Faisal Confectionery Ltd,CM-4001,1000,1000,2026-05-15,Matched (3-way)
GRN-2026-5367,PO-2026-0452,V-1122,Desert Packaging Company,HH-3013,100,100,2026-05-01,Matched (3-way)
GRN-2026-5368,PO-2026-0230,V-1055,Noor Manufacturing Group,HH-3019,200,200,2026-05-18,Matched (3-way)
GRN-2026-5369,PO-2026-0259,V-1166,Noor Print Services Group,FG-1008,3000,3000,2026-05-10,Matched (3-way)
GRN-2026-5370,PO-2026-0283,V-1180,Bordeaux Foods Co,BV-2017,100,100,2026-04-26,Matched (3-way)
GRN-2026-5371,PO-2026-0410,V-1092,Maghrib Logistics Services Co,CM-4007,800,723,2026-04-29,Short receipt — match exception
GRN-2026-5372,PO-2026-0223,V-1136,Premier Cleaning Group,HH-3012,200,200,2026-05-08,Matched (3-way)
GRN-2026-5373,PO-2026-0225,V-1101,Levant Cleaning Trading LLC,FG-1028,3000,3000,28/04/2026,Matched (3-way)
GRN-2026-5374,PO-2026-0232,V-1123,Faridi Packaging Company,HH-3013,1000,1027,2026-05-10,Qty over-receipt — match exception
GRN-2026-5375,PO-2026-0235,V-1128,Riyadh Confectionery Ltd,FG-1011,200,200,2026-05-10,Matched (3-way)
GRN-2026-5376,PO-2026-0241,V-1186,Sulaiman Group Co LLC,FG-1017,3000,3000,05/05/2026,Matched (3-way)
GRN-2026-5377,PO-2026-0272,V-1126,Quick Wholesale LLC,FG-1030,100,100,2026-05-01,Matched (3-way)
GRN-2026-5378,PO-2026-0227,V-1106,Oasis Manufacturing Co,FG-1023,500,453,2026-05-12,Short receipt — match exception
GRN-2026-5379,PO-2026-0228,V-1162,Tatweer Marketing Co,HH-3018,200,200,2026-04-29,Matched (3-way)
GRN-2026-5380,PO-2026-0234,V-1029,Olaya Hygiene LLC,BV-2012,500,500,2026-05-10,Matched (3-way)
GRN-2026-5381,PO-2026-0240,V-1112,Watani Solutions Company,FG-1006,500,465,2026-05-09,Short receipt — match exception
GRN-2026-5382,PO-2026-0244,V-1098,Jeddah Dairy Group,FG-1013,500,500,17/05/2026,Matched (3-way)
GRN-2026-5383,PO-2026-0438,V-1079,Ibn Sina Materials Trading Ltd,FG-1030,800,800,2026-05-01,Matched (3-way)
GRN-2026-5384,PO-2026-0474,V-1190,Arkan Trading Trading LLC,HH-3010,1500,1500,2026-05-06,Matched (3-way)
GRN-2026-5385,PO-2026-0579,V-1096,Oasis Exports Trading LLC,BV-2018,1500,1500,2026-04-29,Matched (3-way)
GRN-2026-5386,PO-2026-0231,V-1132,Mawared Snacks Group,BV-2005,1000,1000,2026-05-21,Matched (3-way)
GRN-2026-5387,PO-2026-0233,V-1201,Jamal Marketing Co,FG-1016,200,200,2026-05-02,Matched (3-way)
GRN-2026-5388,PO-2026-0239,V-1095,Tihama Wines & Spirits LLC,HH-3018,200,200,2026-05-01,Matched (3-way)
GRN-2026-5389,PO-2026-0247,V-1456,Gulf BioPharma Co,FG-2241,3400,3400,2026-05-09,Matched (3-way)
GRN-2026-5390,PO-2026-0395,V-1204,Misr Confectionery Ltd,FG-1028,500,500,2026-05-23,Matched (3-way)
GRN-2026-5391,PO-2026-0418,V-1169,Sahara Confectionery Group,HH-3024,3000,3000,2026-05-11,Matched (3-way)
GRN-2026-5392,PO-2026-0485,V-1026,Olaya Materials Trading Ltd,HH-3004,200,200,2026-05-06,Matched (3-way)
GRN-2026-5393,PO-2026-0253,V-1098,Jeddah Dairy Group,FG-1015,5000,5000,20/05/2026,Matched (3-way)
GRN-2026-5394,PO-2026-0292,V-1003,Saudi Pharma Suppliers Co,BV-2013,3000,3000,2026-05-18,Matched (3-way)
GRN-2026-5395,PO-2026-0294,V-1113,Al-Faisal Beverages LLC,CM-4007,1000,1000,2026-05-25,Matched (3-way)
GRN-2026-5396,PO-2026-0461,V-1031,Noor Snacks Ltd,FG-1007,5000,5000,2026-05-10,Matched (3-way)
GRN-2026-5397,PO-2026-0583,V-1105,Amwaj Marketing Company,HH-3007,100,100,2026-05-18,Matched (3-way)
GRN-2026-5398,PO-2026-0280,V-1008,Levant Hygiene Ltd,HH-3007,3000,3000,2026-05-08,Matched (3-way)
GRN-2026-5399,PO-2026-0358,V-1097,Kayan Hygiene Ltd,CM-4008,200,200,2026-05-15,Matched (3-way)
GRN-2026-5400,PO-2026-0428,V-1152,Tatweer Commercial Ltd,HH-3024,1500,1500,2026-05-15,Matched (3-way)
GRN-2026-5401,PO-2026-0541,V-1086,Khaleej Confectionery Company,FG-1016,200,200,2026-05-20,Matched (3-way)
GRN-2026-5402,PO-2026-0330,V-1050,Solo Commercial Ltd,BV-2012,800,800,2026-05-22,Matched (3-way)
GRN-2026-5403,PO-2026-0334,V-1021,Quick Enterprises Company,HH-3019,800,800,2026-05-05,Matched (3-way)
GRN-2026-5404,PO-2026-0454,V-1019,Mediterranean Cleaning LLC,CM-4019,200,204,2026-05-19,Qty over-receipt — match exception
GRN-2026-5405,PO-2026-0293,V-1198,Euphrates Group LLC,HH-3003,2000,2000,2026-05-17,Matched (3-way)
GRN-2026-5406,PO-2026-0361,V-1099,Tabuk Distribution Trading LLC,BV-2023,100,100,2026-05-24,Matched (3-way)
GRN-2026-5407,PO-2026-0429,V-1029,Olaya Hygiene LLC,HH-3015,200,200,2026-05-08,Matched (3-way)
GRN-2026-5408,PO-2026-0329,V-1003,Saudi Pharma Suppliers Co,CM-4017,3000,3000,2026-05-27,Matched (3-way)
GRN-2026-5409,PO-2026-0338,V-1044,Euphrates Foodstuff Group,HH-3020,800,800,2026-05-20,Matched (3-way)
GRN-2026-5410,PO-2026-0442,V-1011,Dammam Distribution Co,HH-3009,1500,1500,2026-05-26,Matched (3-way)
GRN-2026-5411,PO-2026-0529,V-1073,Bayt Confectionery Ltd,FG-1012,100,100,2026-05-12,Matched (3-way)
GRN-2026-5412,PO-2026-0276,V-1172,Amwaj Commercial Company,HH-3008,5000,5000,16/05/2026,Matched (3-way)
GRN-2026-5413,PO-2026-0317,V-1192,Asir Co Ltd,CM-4014,1500,1500,2026-05-21,Matched (3-way)
GRN-2026-5414,PO-2026-0459,V-1036,Nile Marketing LLC,CM-4019,800,800,2026-05-27,Matched (3-way)
GRN-2026-5415,PO-2026-0556,V-1040,Saudi Wines & Spirits Co LLC,CM-4018,200,200,2026-05-13,Matched (3-way)
GRN-2026-5416,PO-2026-0422,V-1044,Euphrates Foodstuff Group,BV-2024,3000,3000,2026-05-13,Matched (3-way)
GRN-2026-5417,PO-2026-0262,V-1024,Al-Rajhi Confectionery Co,FG-1028,5000,5000,2026-06-03,Matched (3-way)
GRN-2026-5418,PO-2026-0335,V-1188,Arkan Packaging LLC,FG-1023,100,100,2026-05-19,Matched (3-way)
GRN-2026-5419,PO-2026-0516,V-1122,Desert Packaging Company,HH-3011,5000,5000,2026-05-17,Matched (3-way)
GRN-2026-5420,PO-2026-0371,V-1195,Asir Trading LLC,FG-1024,1000,1000,2026-06-04,Matched (3-way)
GRN-2026-5421,PO-2026-0278,V-1009,Bordeaux Cleaning Company,FG-1007,800,800,2026-05-25,Matched (3-way)
GRN-2026-5422,PO-2026-0390,V-1050,Solo Commercial Ltd,CM-4008,200,200,2026-05-19,Matched (3-way)
GRN-2026-5423,PO-2026-0313,V-1166,Noor Print Services Group,HH-3005,1500,1500,2026-06-11,Matched (3-way)
GRN-2026-5424,PO-2026-0564,V-1060,Arkan Services Co,BV-2019,800,800,2026-06-09,Matched (3-way)
GRN-2026-5425,PO-2026-0386,V-1047,Tihama Wines & Spirits Co,BV-2006,1500,1500,2026-06-07,Matched (3-way)
GRN-2026-5426,PO-2026-0423,V-1053,Sahara Co Company,FG-1005,200,200,2026-06-01,Matched (3-way)
GRN-2026-5427,PO-2026-0269,V-1114,Al-Rajhi Materials Trading Ltd,FG-1014,500,500,08/06/2026,Matched (3-way)
GRN-2026-5428,PO-2026-0319,V-1185,Mada Packaging Company,HH-3020,500,500,2026-06-05,Matched (3-way)
GRN-2026-5429,PO-2026-0393,V-1193,Tatweer Logistics Services LLC,FG-1011,500,500,2026-06-07,Matched (3-way)
GRN-2026-5430,PO-2026-0458,V-1163,Tabuk Group Company,FG-1029,2000,2000,2026-06-14,Matched (3-way)
